Ticker,L_Precision,L_Signals,KNN_RMSE,VWAP_Precision,VWAP_Signals,MOM_Precision,MOM_Signals
TIINDIA.NS,0,0,3.435493635969386,47.146401985111666,1209,43.48894348894349,407
BSOFT.NS,0,0,0.7525714253217499,46.02977667493796,1612,45.29262086513995,393
UCOBANK.NS,0,0,0.04333633091588349,45.260837619397506,1361,37.13527851458886,377
CUB.NS,0,0,0.49726951373354683,47.822057460611674,1079,49.42857142857143,350
APLLTD.NS,0,0,1.1222025972932406,43.496271748135875,1207,42.513368983957214,374
ABSLAMC.NS,0,0,1.4921083300718412,49.06085649887303,1331,43.47826086956522,345
PTCIL.NS,0,0,22.55007375334624,58.12500000000001,800,38.34355828220859,326
HAL.NS,0,0,4.995349191837738,48.818897637795274,1016,42.934782608695656,368
OFSS.NS,0,0,7.989295427634757,48.5133020344288,1278,47.54521963824289,387
POWERINDIA.NS,0,0,32.45741747646891,46.7444120505345,1029,46.875,384
