Ticker,L_Precision,L_Signals,KNN_RMSE,VWAP_Precision,VWAP_Signals,MOM_Precision,MOM_Signals
ADANIPORTS.NS,0,0,1.711140775357701,47.14881780250348,719,46.15384615384615,234
ATGL.NS,0,0,0.4967785844194375,46.088193456614505,703,41.34615384615385,208
ABCAPITAL.NS,0,0,0.5222237658106095,48.225806451612904,620,47.14285714285714,210
ADANIGREEN.NS,0,0,1.33924607669354,48.043184885290145,741,47.8448275862069,232
ABFRL.NS,0,0,0.08226767317294127,44.96551724137931,725,38.288288288288285,222
ABLBL.NS,0,0,0.16000650355654245,45.53191489361702,705,43.29896907216495,194
ABREL.NS,0,0,2.341920620356232,50.37593984962406,665,40.090090090090094,222
ABSLAMC.NS,0,0,1.2909578688578316,48.641975308641975,810,47.05882352941176,204
AEGISVOPAK.NS,0,0,0.5642483292492771,50.7323568575233,751,40.17857142857143,224
AEGISLOG.NS,0,0,1.2441664797986687,47.38124238733252,821,43.61233480176212,227
AFCONS.NS,0,0,0.47291156072362195,40.48723897911833,862,44.10480349344978,229
AFFLE.NS,0,0,2.466041898576399,39.620535714285715,896,54.23728813559322,236
AJANTPHARM.NS,0,0,3.3606554306915943,44.252873563218394,696,40.0,205
AKUMS.NS,0,0,0.6784297395993841,48.32869080779944,718,41.99134199134199,231
AKZOINDIA.NS,0,0,3.046044761820943,48.43492586490939,607,46.63461538461539,208
APLLTD.NS,0,0,1.277132132429223,44.07643312101911,785,40.35874439461883,223
ALKEM.NS,0,0,7.159370694681227,45.884413309982484,571,47.55555555555556,225
